time,EURUSD,GBPUSD,USDJPY,USDCHF,EURJPY,GBPJPY,EURGBP
2025-12-15 19:23:28.684390,1.17424,1.33647,155.341,0.79699,182.392,207.612,0.87857
2025-12-15 19:23:30.689117,1.17425,1.33648,155.341,0.79699,182.392,207.613,0.87856
2025-12-15 19:23:31.693832,1.17425,1.33648,155.341,0.79699,182.405,207.612,0.87856
2025-12-15 19:23:34.699784,1.17425,1.33648,155.341,0.797,182.405,207.611,0.87856
2025-12-15 19:23:35.704244,1.17425,1.33648,155.341,0.797,182.406,207.611,0.87857
2025-12-15 19:23:36.708100,1.17425,1.33648,155.341,0.797,182.407,207.612,0.87857
2025-12-15 19:23:37.712929,1.17425,1.33648,155.341,0.797,182.406,207.611,0.87857
2025-12-15 19:23:38.716641,1.17426,1.33649,155.338,0.79693,182.394,207.609,0.87857
2025-12-15 19:23:39.720544,1.17426,1.3365,155.338,0.79693,182.408,207.61,0.87857
2025-12-15 19:23:40.724126,1.17426,1.33649,155.338,0.79693,182.394,207.61,0.87857
2025-12-15 19:23:41.730935,1.17426,1.3365,155.338,0.79693,182.394,207.611,0.87857
2025-12-15 19:23:42.733920,1.17426,1.3365,155.338,0.79693,182.393,207.613,0.87857
2025-12-15 19:23:43.741449,1.17427,1.3365,155.338,0.79693,182.408,207.612,0.87857
2025-12-15 19:23:46.748250,1.17426,1.3365,155.338,0.79693,182.408,207.612,0.87857
2025-12-15 19:23:47.752964,1.17426,1.3365,155.338,0.79693,182.407,207.612,0.87857
2025-12-15 19:23:48.755742,1.17426,1.33651,155.338,0.79693,182.394,207.597,0.87857
2025-12-15 19:23:49.760331,1.17426,1.3365,155.338,0.79693,182.394,207.611,0.87857
2025-12-15 19:23:50.766157,1.17426,1.33651,155.338,0.79693,182.408,207.614,0.87857
2025-12-15 19:23:51.771973,1.17426,1.3365,155.339,0.79693,182.409,207.612,0.87857
2025-12-15 19:23:52.777348,1.17426,1.3365,155.339,0.79693,182.409,207.613,0.87857
2025-12-15 19:23:53.782367,1.17426,1.3365,155.339,0.79693,182.408,207.595,0.87857
2025-12-15 19:23:54.789564,1.17426,1.3365,155.338,0.79693,182.408,207.61,0.87857
2025-12-15 19:23:56.795687,1.17426,1.33649,155.338,0.79693,182.408,207.61,0.87857
2025-12-15 19:23:57.800211,1.17426,1.33647,155.338,0.79693,182.408,207.607,0.87857
2025-12-15 19:23:59.806929,1.17426,1.33647,155.338,0.79695,182.407,207.607,0.87857
2025-12-15 19:24:00.812160,1.17425,1.3364,155.34,0.79695,182.406,207.599,0.87861
2025-12-15 19:24:01.817132,1.17422,1.33638,155.343,0.79697,182.404,207.596,0.87861
2025-12-15 19:24:02.822550,1.17422,1.33638,155.34,0.79697,182.403,207.598,0.8786
2025-12-15 19:24:03.828537,1.17422,1.3364,155.34,0.79697,182.39,207.582,0.87859
2025-12-15 19:24:04.832504,1.17422,1.3364,155.34,0.79697,182.404,207.582,0.8786
2025-12-15 19:24:05.838912,1.17422,1.3364,155.34,0.79697,182.404,207.598,0.8786
2025-12-15 19:24:06.843979,1.17422,1.33639,155.34,0.79697,182.404,207.599,0.8786
2025-12-15 19:24:07.847596,1.1742,1.33638,155.341,0.797,182.401,207.597,0.8786
2025-12-15 19:24:08.854273,1.1742,1.33637,155.342,0.797,182.401,207.595,0.8786
2025-12-15 19:24:09.859736,1.17419,1.33638,155.342,0.797,182.401,207.596,0.8786
2025-12-15 19:24:10.866559,1.17419,1.33637,155.342,0.797,182.401,207.594,0.8786
2025-12-15 19:24:11.871827,1.17419,1.33637,155.341,0.797,182.401,207.594,0.8786
2025-12-15 19:24:12.874803,1.17419,1.33637,155.341,0.797,182.402,207.594,0.8786
2025-12-15 19:24:14.883995,1.17419,1.33637,155.342,0.797,182.403,207.597,0.8786
2025-12-15 19:24:15.890591,1.17419,1.33637,155.342,0.797,182.401,207.596,0.87859
2025-12-15 19:24:16.896465,1.17419,1.33637,155.342,0.797,182.403,207.598,0.87859
2025-12-15 19:24:17.903986,1.17419,1.33637,155.341,0.797,182.403,207.597,0.87859
2025-12-15 19:24:18.910272,1.17418,1.33636,155.341,0.79701,182.406,207.594,0.8786
2025-12-15 19:24:19.916794,1.17418,1.33628,155.348,0.79701,182.407,207.58,0.8786
2025-12-15 19:24:20.923259,1.17418,1.33628,155.348,0.79701,182.405,207.58,0.87861
2025-12-15 19:24:21.926164,1.17418,1.33628,155.348,0.79701,182.404,207.58,0.87861
2025-12-15 19:24:22.933259,1.17418,1.33631,155.348,0.79701,182.406,207.578,0.87861
2025-12-15 19:24:23.938883,1.17418,1.33627,155.348,0.79701,182.406,207.58,0.87861
2025-12-15 19:24:24.945364,1.17418,1.33631,155.347,0.79701,182.405,207.578,0.87861
2025-12-15 19:24:25.953704,1.17418,1.33631,155.348,0.79701,182.406,207.58,0.87861
2025-12-15 19:24:26.959036,1.17418,1.33631,155.348,0.79701,182.407,207.58,0.87861
2025-12-15 19:24:27.966970,1.17418,1.33631,155.348,0.79701,182.407,207.581,0.87861
2025-12-15 19:24:28.973542,1.17418,1.33631,155.348,0.79701,182.407,207.596,0.87861
2025-12-15 19:24:29.979657,1.17418,1.33631,155.348,0.79701,182.406,207.597,0.87861
2025-12-15 19:24:30.983196,1.17417,1.33631,155.348,0.79701,182.407,207.581,0.87861
2025-12-15 19:24:31.991326,1.17417,1.33631,155.348,0.79701,182.406,207.596,0.87861
2025-12-15 19:24:32.997590,1.17417,1.33631,155.348,0.79701,182.406,207.597,0.87861
2025-12-15 19:24:34.000682,1.17418,1.33631,155.348,0.79701,182.406,207.581,0.87861
2025-12-15 19:24:35.007431,1.17417,1.33631,155.348,0.79701,182.406,207.581,0.87861
2025-12-15 19:24:36.011084,1.17417,1.33631,155.348,0.79701,182.406,207.58,0.87861
2025-12-15 19:24:37.016879,1.17417,1.33631,155.348,0.79701,182.406,207.581,0.87861
2025-12-15 19:24:38.022328,1.17416,1.33631,155.348,0.79701,182.405,207.584,0.87861
2025-12-15 19:24:39.029049,1.17416,1.33631,155.35,0.79703,182.407,207.582,0.87861
2025-12-15 19:24:40.033339,1.17416,1.33631,155.35,0.79703,182.405,207.582,0.87861
2025-12-15 19:24:41.038021,1.17415,1.33631,155.349,0.79703,182.404,207.583,0.87861
2025-12-15 19:24:42.044562,1.17415,1.33631,155.349,0.79703,182.404,207.598,0.87861
2025-12-15 19:24:43.050272,1.17415,1.33631,155.349,0.79703,182.404,207.599,0.87861
2025-12-15 19:24:44.055107,1.17415,1.3363,155.349,0.79703,182.389,207.598,0.87861
2025-12-15 19:24:45.060694,1.17417,1.33631,155.349,0.79702,182.39,207.585,0.8786
2025-12-15 19:24:46.068496,1.17416,1.33631,155.348,0.79702,182.391,207.584,0.8786
2025-12-15 19:24:47.073867,1.17416,1.33633,155.348,0.79701,182.39,207.583,0.8786
2025-12-15 19:24:48.080713,1.17416,1.33633,155.348,0.79701,182.404,207.596,0.87861
2025-12-15 19:24:49.084246,1.17416,1.33633,155.348,0.797,182.404,207.596,0.87861
2025-12-15 19:24:50.091343,1.17416,1.33633,155.348,0.797,182.404,207.58,0.87861
2025-12-15 19:24:52.099497,1.17415,1.33631,155.349,0.79701,182.39,207.58,0.87861
2025-12-15 19:24:53.104383,1.17415,1.3363,155.349,0.79701,182.39,207.581,0.87861
2025-12-15 19:24:54.108692,1.17415,1.3363,155.349,0.79701,182.39,207.578,0.87861
2025-12-15 19:24:55.115362,1.17415,1.3363,155.349,0.79701,182.39,207.578,0.87862
2025-12-15 19:24:57.123232,1.17416,1.33626,155.347,0.79703,182.404,207.575,0.87862
2025-12-15 19:24:58.128124,1.17416,1.3363,155.347,0.79703,182.403,207.577,0.87862
2025-12-15 19:24:59.132513,1.17416,1.3363,155.347,0.79703,182.401,207.594,0.87862
2025-12-15 19:25:00.139497,1.17416,1.3363,155.348,0.79703,182.405,207.595,0.87862
2025-12-15 19:25:01.145007,1.17417,1.3363,155.348,0.79703,182.404,207.597,0.87861
2025-12-15 19:25:02.151837,1.17417,1.3363,155.348,0.79703,182.404,207.595,0.87862
2025-12-15 19:25:03.156183,1.17417,1.3363,155.348,0.79703,182.404,207.578,0.87862
2025-12-15 19:25:04.163106,1.17416,1.3363,155.348,0.79703,182.404,207.578,0.87862
2025-12-15 19:25:05.169531,1.17417,1.3363,155.349,0.79703,182.405,207.579,0.87862
2025-12-15 19:25:06.177133,1.17417,1.33629,155.349,0.79703,182.404,207.579,0.87862
2025-12-15 19:25:07.181844,1.17415,1.33629,155.35,0.79703,182.406,207.578,0.87862
2025-12-15 19:25:08.186149,1.17415,1.33629,155.349,0.79703,182.404,207.579,0.87862
2025-12-15 19:25:09.189884,1.17415,1.33629,155.349,0.79703,182.404,207.595,0.87862
2025-12-15 19:25:10.192268,1.17415,1.3363,155.349,0.79703,182.405,207.595,0.87862
2025-12-15 19:25:11.195199,1.17415,1.3363,155.349,0.79703,182.405,207.58,0.87862
2025-12-15 19:25:12.197868,1.17415,1.3363,155.349,0.79703,182.405,207.579,0.87862
2025-12-15 19:25:13.201634,1.17415,1.3363,155.349,0.79703,182.405,207.596,0.87862
2025-12-15 19:25:14.204869,1.17415,1.3363,155.35,0.79703,182.406,207.596,0.87862
2025-12-15 19:25:15.210424,1.17415,1.3363,155.35,0.79703,182.405,207.58,0.87862
2025-12-15 19:25:16.216937,1.17415,1.33629,155.35,0.79703,182.405,207.596,0.87862
2025-12-15 19:25:17.224295,1.17415,1.33629,155.35,0.79703,182.404,207.579,0.87862
2025-12-15 19:25:18.231470,1.17415,1.33629,155.35,0.79703,182.406,207.579,0.87862
2025-12-15 19:25:19.237908,1.17417,1.33629,155.349,0.79702,182.409,207.581,0.87862
2025-12-15 19:25:20.248167,1.17419,1.3363,155.349,0.79701,182.411,207.597,0.87863
2025-12-15 19:25:21.255432,1.17417,1.3363,155.349,0.79701,182.407,207.58,0.87863
2025-12-15 19:25:22.264834,1.17417,1.3363,155.35,0.79701,182.407,207.58,0.87863
2025-12-15 19:25:23.301939,1.17416,1.3363,155.35,0.79701,182.406,207.58,0.87863
2025-12-15 19:25:24.310152,1.17416,1.3363,155.349,0.79701,182.405,207.579,0.87862
2025-12-15 19:42:50.627279,1.17425,1.33628,155.338,0.79683,182.405,207.561,0.87869
2025-12-15 19:42:51.690384,1.17425,1.33627,155.338,0.79683,182.391,207.561,0.87869
2025-12-15 19:42:52.697718,1.17426,1.33627,155.338,0.79683,182.391,207.561,0.87869
2025-12-15 19:42:53.701929,1.17426,1.33627,155.338,0.79683,182.404,207.561,0.87869
2025-12-15 19:42:54.707137,1.17425,1.33627,155.338,0.79683,182.39,207.561,0.87869
2025-12-15 19:42:56.715443,1.17425,1.33628,155.337,0.79682,182.391,207.562,0.87869
2025-12-15 19:42:57.731301,1.17426,1.33628,155.338,0.79682,182.392,207.563,0.87869
2025-12-15 19:42:58.745530,1.17426,1.33628,155.338,0.79682,182.407,207.562,0.87869
2025-12-15 19:42:59.752479,1.17426,1.33627,155.339,0.79682,182.393,207.562,0.87869
2025-12-15 19:43:00.760651,1.17426,1.33627,155.339,0.79684,182.393,207.562,0.87869
2025-12-15 19:43:02.766030,1.17426,1.33628,155.339,0.79684,182.393,207.563,0.87869
2025-12-15 19:43:03.774186,1.17426,1.33628,155.339,0.79684,182.407,207.563,0.87869
2025-12-15 19:43:05.779675,1.17425,1.33628,155.339,0.79684,182.393,207.563,0.87869
2025-12-15 19:43:08.788511,1.17425,1.33628,155.339,0.79684,182.393,207.562,0.87869
2025-12-15 19:43:09.793082,1.17425,1.33627,155.339,0.79684,182.393,207.561,0.87869
2025-12-15 19:43:10.799647,1.17425,1.33627,155.339,0.79684,182.393,207.562,0.87869
2025-12-15 19:43:11.804775,1.17425,1.33626,155.339,0.79684,182.407,207.561,0.87865
2025-12-15 19:43:13.815228,1.17425,1.33626,155.339,0.79684,182.407,207.576,0.87865
2025-12-15 19:43:15.823074,1.17425,1.33627,155.339,0.79684,182.393,207.577,0.87865
2025-12-15 19:43:16.832085,1.17425,1.33626,155.339,0.79684,182.393,207.56,0.87865
2025-12-15 19:43:17.840200,1.17425,1.33626,155.339,0.79684,182.394,207.56,0.87865
2025-12-15 19:43:18.845041,1.17426,1.33628,155.339,0.79681,182.393,207.559,0.87869
2025-12-15 19:43:19.860191,1.17426,1.33634,155.339,0.79682,182.405,207.563,0.87869
2025-12-15 19:43:20.874191,1.17426,1.33634,155.339,0.79681,182.406,207.563,0.87869
2025-12-15 19:43:21.882286,1.17426,1.33634,155.339,0.79681,182.392,207.563,0.87869
2025-12-15 19:43:22.887685,1.17426,1.33629,155.339,0.79681,182.391,207.562,0.87869
2025-12-15 19:43:23.897469,1.17425,1.33627,155.339,0.79682,182.405,207.573,0.8787
2025-12-15 19:43:24.918849,1.17421,1.3362,155.34,0.79682,182.389,207.552,0.87871
2025-12-15 19:43:25.945049,1.17421,1.3362,155.34,0.79682,182.387,207.551,0.87871
2025-12-15 19:43:26.951992,1.1742,1.33619,155.34,0.79682,182.385,207.55,0.87871
2025-12-15 19:43:27.963968,1.1742,1.33618,155.339,0.79682,182.386,207.565,0.87872
2025-12-15 19:43:28.981289,1.1742,1.33617,155.34,0.79682,182.4,207.564,0.87872
2025-12-15 19:43:29.994782,1.1742,1.33616,155.341,0.79682,182.387,207.548,0.87872
2025-12-15 19:43:31.006616,1.1742,1.33616,155.34,0.79682,182.386,207.547,0.87872
2025-12-15 19:43:32.018607,1.17419,1.33616,155.34,0.79682,182.384,207.547,0.87872
2025-12-15 19:43:33.026238,1.17419,1.33616,155.34,0.79682,182.384,207.546,0.87872
2025-12-15 19:43:34.038767,1.17419,1.33616,155.34,0.79682,182.399,207.546,0.87872
2025-12-15 19:43:35.045105,1.17419,1.33616,155.341,0.79682,182.397,207.547,0.87872
2025-12-15 19:43:36.062491,1.17419,1.33616,155.34,0.79682,182.384,207.547,0.87872
2025-12-15 19:43:37.071981,1.17419,1.33616,155.341,0.79682,182.385,207.548,0.87871
2025-12-15 19:43:38.088823,1.17419,1.33617,155.342,0.79685,182.385,207.549,0.87871
2025-12-15 19:43:39.107509,1.1742,1.33619,155.342,0.79684,182.386,207.552,0.87871
2025-12-15 19:43:40.123015,1.17421,1.33621,155.342,0.79684,182.388,207.556,0.87871
2025-12-15 19:43:41.134015,1.17421,1.33621,155.342,0.79684,182.389,207.556,0.87871
2025-12-15 19:43:42.141773,1.17421,1.33621,155.342,0.79684,182.405,207.573,0.87871
2025-12-15 19:43:43.150877,1.17421,1.33621,155.342,0.79684,182.404,207.573,0.87871
2025-12-15 19:43:44.157081,1.17421,1.33621,155.342,0.79684,182.404,207.572,0.87871
2025-12-15 19:43:45.162440,1.17421,1.3362,155.342,0.79684,182.404,207.572,0.87871
2025-12-15 19:43:46.168000,1.17421,1.3362,155.342,0.79684,182.39,207.555,0.87871
2025-12-15 19:43:47.177334,1.17421,1.3362,155.342,0.79684,182.39,207.571,0.87871
2025-12-15 19:43:48.181818,1.17421,1.33618,155.343,0.79684,182.389,207.569,0.87872
2025-12-15 19:43:49.195441,1.17421,1.33618,155.343,0.79684,182.403,207.568,0.87872
2025-12-15 19:43:50.201951,1.17421,1.33616,155.343,0.79684,182.403,207.565,0.87872
2025-12-15 19:43:51.211187,1.1742,1.33617,155.342,0.79684,182.402,207.565,0.87872
2025-12-15 19:43:52.219987,1.17419,1.33618,155.342,0.79685,182.387,207.552,0.87872
2025-12-15 19:43:53.230683,1.17419,1.33617,155.342,0.79685,182.387,207.551,0.87872
2025-12-15 19:43:54.237702,1.17419,1.33617,155.34,0.79685,182.385,207.548,0.87872
2025-12-15 19:43:55.245591,1.17419,1.33617,155.34,0.79685,182.385,207.547,0.87872
2025-12-15 19:43:58.252094,1.17419,1.33618,155.34,0.79685,182.385,207.548,0.87872
2025-12-15 19:43:59.260870,1.17419,1.33618,155.34,0.79685,182.385,207.546,0.87872
2025-12-15 19:44:00.264577,1.17419,1.33617,155.34,0.79685,182.385,207.547,0.87872
2025-12-15 19:44:01.273957,1.17419,1.33616,155.341,0.79685,182.384,207.548,0.87872
2025-12-15 19:44:02.283514,1.17419,1.33617,155.339,0.79686,182.398,207.547,0.87872
2025-12-15 19:44:03.299804,1.17419,1.33617,155.34,0.79686,182.397,207.563,0.87872
2025-12-15 19:44:04.310627,1.17419,1.33618,155.34,0.79686,182.397,207.564,0.87872
2025-12-15 19:44:05.316898,1.1742,1.33618,155.34,0.79686,182.4,207.564,0.87873
2025-12-15 19:44:07.326626,1.17423,1.3362,155.339,0.79684,182.401,207.566,0.87872
2025-12-15 19:44:08.348040,1.17423,1.3363,155.339,0.79684,182.404,207.582,0.87867
2025-12-15 19:44:09.363678,1.17423,1.33633,155.338,0.79684,182.404,207.586,0.87864
2025-12-15 19:44:10.374506,1.17422,1.33626,155.342,0.79684,182.402,207.583,0.87864
2025-12-15 19:44:11.388903,1.17422,1.33629,155.339,0.79684,182.403,207.582,0.87864
2025-12-15 19:44:12.402156,1.17423,1.3363,155.338,0.79684,182.403,207.584,0.87865
2025-12-15 19:44:14.417479,1.17423,1.3363,155.338,0.79684,182.388,207.566,0.87865
2025-12-15 19:44:15.425810,1.17423,1.33631,155.338,0.79684,182.389,207.565,0.87865
2025-12-15 19:44:16.434286,1.17423,1.33631,155.338,0.79684,182.389,207.566,0.87865
2025-12-15 19:44:17.441560,1.17423,1.3363,155.337,0.79684,182.386,207.564,0.87866
2025-12-15 19:44:18.455751,1.17423,1.3363,155.337,0.79684,182.387,207.564,0.87866
2025-12-15 19:44:19.466241,1.17423,1.3363,155.338,0.79684,182.402,207.565,0.87866
2025-12-15 19:44:20.477309,1.17423,1.3363,155.338,0.79684,182.402,207.581,0.87866
2025-12-15 19:44:21.482413,1.17423,1.33631,155.338,0.79684,182.402,207.581,0.87866
2025-12-15 19:44:22.487676,1.17423,1.33631,155.338,0.79684,182.402,207.581,0.87865
2025-12-15 19:44:25.493737,1.17423,1.33631,155.338,0.79684,182.402,207.582,0.87865
2025-12-15 19:44:26.505513,1.17423,1.33632,155.338,0.79684,182.402,207.583,0.87865
2025-12-15 19:44:27.511897,1.17423,1.33631,155.338,0.79684,182.402,207.582,0.87865
2025-12-15 19:44:28.518554,1.17422,1.33631,155.338,0.79684,182.4,207.582,0.87865
2025-12-15 19:44:29.525111,1.17422,1.33631,155.338,0.79684,182.386,207.566,0.87866
2025-12-15 19:44:30.534850,1.17422,1.33631,155.338,0.79684,182.387,207.566,0.87866
2025-12-15 19:44:31.539539,1.17423,1.33632,155.337,0.79683,182.402,207.568,0.87866
2025-12-15 19:44:32.555348,1.17421,1.3363,155.339,0.79683,182.386,207.567,0.87865
2025-12-15 19:44:33.571285,1.17421,1.3363,155.339,0.79683,182.4,207.567,0.87865
2025-12-15 19:44:34.576921,1.17421,1.3363,155.339,0.79683,182.399,207.567,0.87865
2025-12-15 19:44:36.584477,1.17421,1.33631,155.339,0.79683,182.4,207.568,0.87865
2025-12-15 19:44:37.591785,1.17421,1.33631,155.34,0.79683,182.4,207.568,0.87865
2025-12-15 19:44:39.597343,1.17421,1.33631,155.339,0.79683,182.4,207.568,0.87865
2025-12-15 19:44:40.608475,1.1742,1.33631,155.339,0.79684,182.4,207.568,0.87865
2025-12-15 19:44:41.614543,1.17421,1.33631,155.34,0.79684,182.401,207.585,0.87865
2025-12-15 19:44:43.627359,1.17421,1.33631,155.339,0.79684,182.401,207.584,0.87865
2025-12-15 19:44:44.637724,1.17422,1.33631,155.339,0.79684,182.402,207.584,0.87865
2025-12-15 19:44:48.647165,1.17421,1.33631,155.339,0.79684,182.402,207.584,0.87865
2025-12-15 19:44:49.652179,1.17421,1.33631,155.339,0.79684,182.389,207.585,0.87865
2025-12-15 19:44:51.659618,1.17421,1.33631,155.339,0.79684,182.402,207.585,0.87865
2025-12-15 19:44:52.665773,1.17421,1.33631,155.339,0.79684,182.402,207.585,0.87866
2025-12-15 19:44:53.670439,1.17421,1.3363,155.339,0.79684,182.403,207.583,0.87866
2025-12-15 19:44:54.679182,1.17421,1.3363,155.339,0.79684,182.389,207.567,0.87866
2025-12-15 19:44:55.685371,1.17421,1.33631,155.339,0.79684,182.389,207.568,0.87866
2025-12-15 19:44:57.693007,1.17421,1.33631,155.339,0.79684,182.403,207.568,0.87866
2025-12-15 19:44:58.700541,1.17421,1.33631,155.339,0.79684,182.403,207.584,0.87866
2025-12-15 19:44:59.705027,1.17421,1.33631,155.339,0.79684,182.389,207.584,0.87866
2025-12-15 19:45:01.711988,1.17422,1.33631,155.339,0.79684,182.389,207.568,0.87866
2025-12-15 19:45:03.718993,1.17422,1.33631,155.339,0.79684,182.388,207.567,0.87866
2025-12-15 19:45:04.731338,1.17422,1.33631,155.339,0.79684,182.389,207.584,0.87866
2025-12-15 19:45:05.738788,1.1742,1.33634,155.34,0.79684,182.387,207.581,0.87866
2025-12-15 19:45:06.927671,1.17418,1.33629,155.338,0.79686,182.385,207.583,0.87864
2025-12-15 19:45:07.950772,1.17418,1.33628,155.34,0.79686,182.386,207.582,0.87864
2025-12-15 19:45:09.965361,1.17419,1.33627,155.34,0.79686,182.385,207.58,0.87865
2025-12-15 19:45:10.983573,1.17419,1.33627,155.341,0.79686,182.385,207.581,0.87865
2025-12-15 19:45:11.992368,1.17418,1.33628,155.34,0.79686,182.385,207.582,0.87865
2025-12-15 19:45:13.001522,1.17416,1.33626,155.34,0.79685,182.383,207.58,0.87864
2025-12-15 19:45:14.015700,1.17416,1.33626,155.34,0.79685,182.383,207.579,0.87863
2025-12-15 19:45:15.021956,1.17417,1.3363,155.341,0.79685,182.384,207.585,0.87864
2025-12-15 19:45:16.037254,1.17417,1.33631,155.341,0.79685,182.383,207.587,0.87863
2025-12-15 19:45:17.054520,1.17418,1.33631,155.34,0.79685,182.386,207.588,0.87863
2025-12-15 19:45:19.070218,1.17418,1.33631,155.342,0.79685,182.386,207.572,0.87863
2025-12-15 19:45:21.134112,1.17418,1.33631,155.342,0.79685,182.385,207.588,0.87863
2025-12-15 19:45:22.161521,1.17418,1.33631,155.342,0.79684,182.387,207.589,0.87863
2025-12-15 19:45:23.196116,1.17422,1.33648,155.338,0.79681,182.388,207.603,0.87858
2025-12-15 19:45:24.225734,1.17422,1.3364,155.338,0.79682,182.388,207.604,0.87858
2025-12-15 19:45:25.241863,1.17422,1.3364,155.338,0.79682,182.389,207.587,0.87858
2025-12-15 19:45:26.258017,1.17424,1.33646,155.338,0.79681,182.388,207.605,0.87858
2025-12-15 19:45:27.274145,1.17424,1.33646,155.338,0.79681,182.388,207.587,0.87858
2025-12-15 19:45:28.282039,1.17424,1.33646,155.338,0.79681,182.388,207.603,0.87858
2025-12-15 19:45:29.291379,1.17424,1.33646,155.338,0.79681,182.405,207.603,0.87858
2025-12-15 19:45:30.297213,1.17424,1.33645,155.338,0.79681,182.405,207.602,0.87858
2025-12-15 19:45:31.307083,1.17424,1.33645,155.338,0.79681,182.406,207.603,0.87858
2025-12-15 19:45:32.315965,1.17423,1.33645,155.34,0.79681,182.406,207.603,0.87858
2025-12-15 19:45:33.323952,1.17424,1.33645,155.339,0.79681,182.406,207.602,0.87858
2025-12-15 19:45:34.338651,1.17423,1.33645,155.339,0.79681,182.405,207.604,0.87858
2025-12-15 19:45:35.351238,1.17423,1.33643,155.339,0.79681,182.406,207.603,0.87859
2025-12-15 19:45:36.373769,1.17423,1.33643,155.339,0.79681,182.405,207.602,0.87859
2025-12-15 19:45:37.411182,1.17423,1.33642,155.339,0.79681,182.406,207.602,0.8786
2025-12-15 19:45:38.421093,1.17423,1.33641,155.339,0.79681,182.406,207.598,0.87861
2025-12-15 19:45:39.431439,1.17423,1.3364,155.339,0.79681,182.406,207.598,0.87861
2025-12-15 19:45:40.452987,1.17423,1.33641,155.34,0.79681,182.406,207.599,0.87861
2025-12-15 19:45:41.465958,1.17424,1.3364,155.34,0.79681,182.393,207.581,0.8786
2025-12-15 19:45:42.484315,1.17424,1.33641,155.34,0.79681,182.407,207.597,0.8786
2025-12-15 19:45:43.498925,1.17424,1.33639,155.342,0.79681,182.41,207.6,0.87861
2025-12-15 19:45:44.514085,1.17424,1.3364,155.342,0.79681,182.41,207.6,0.8786
2025-12-15 19:45:45.524000,1.17424,1.3364,155.342,0.79681,182.41,207.601,0.87861
2025-12-15 19:45:46.532676,1.17424,1.33639,155.342,0.79681,182.409,207.6,0.87861
2025-12-15 19:45:47.540918,1.17424,1.3364,155.342,0.79681,182.395,207.586,0.87861
2025-12-15 19:45:49.553970,1.17424,1.33636,155.344,0.79681,182.397,207.583,0.87863
2025-12-15 19:45:50.571915,1.17424,1.33637,155.343,0.79681,182.395,207.599,0.87863
2025-12-15 19:45:51.582110,1.17423,1.33637,155.343,0.79681,182.395,207.598,0.87863
2025-12-15 19:45:52.588035,1.17423,1.33637,155.343,0.79681,182.409,207.598,0.87863
2025-12-15 19:45:53.592760,1.17423,1.33637,155.342,0.79681,182.395,207.582,0.87862
2025-12-15 19:45:54.602442,1.17423,1.33638,155.342,0.79681,182.407,207.581,0.87862
2025-12-15 19:45:55.612646,1.17423,1.33637,155.341,0.79681,182.393,207.58,0.87863
2025-12-15 19:45:56.624005,1.17423,1.33637,155.341,0.79681,182.394,207.581,0.87863
2025-12-15 19:45:57.629965,1.17422,1.33636,155.343,0.79681,182.394,207.579,0.87862
2025-12-15 19:45:58.640968,1.17422,1.33636,155.343,0.79681,182.392,207.58,0.87862
2025-12-15 19:45:59.647334,1.1742,1.33634,155.342,0.79682,182.39,207.574,0.87863
